text,intent
can you wait?,dialog_hold_on
don't go too fast,dialog_hold_on
don't hurry,dialog_hold_on
wanna hug you,dialog_hug
do you want a hug?,dialog_hug
can i hug you?,dialog_hug
i'd like to hug you,dialog_hug
could you please hug me?,dialog_hug
could you hug me,dialog_hug
could you hug me?,dialog_hug
can you give me a hug?,dialog_hug
i'd like a hug,dialog_hug
i want a hug,dialog_hug
i don't care about it,dialog_i_do_not_care
i don't care,dialog_i_do_not_care
that shouldn't concern me,dialog_i_do_not_care
i shouldn't care,dialog_i_do_not_care
i shouldn't care about this,dialog_i_do_not_care
it doesn't bother me,dialog_i_do_not_care
i don't care a lot,dialog_i_do_not_care
i don't care at all,dialog_i_do_not_care
you don't care?,dialog_i_do_not_care
the fact that i'm not too concerned,dialog_i_do_not_care
please excuse me,dialog_sorry
i'm sorry,dialog_sorry
i apologize to you,dialog_sorry
i apologize,dialog_sorry
i'm so sorry,dialog_sorry
oh my apologies,dialog_sorry
you should excuse me,dialog_sorry
i'd like to give you an apology,dialog_sorry
i beg your forgiveness,dialog_sorry
i'm asking for your pardon,dialog_sorry
i beg your pardon,dialog_sorry
i said i'm sorry,dialog_sorry
apologize for the inconvenience,dialog_sorry
you're supposed to forgive me,dialog_sorry
please forgive me,dialog_sorry
i'd like to say sorry,dialog_sorry
i want to say i'm sorry,dialog_sorry
i just want to say i'm sorry,dialog_sorry
i just want to say sorry,dialog_sorry
i want to say sorry,dialog_sorry
ok i'm sorry,dialog_sorry
what exactly are you referring to,dialog_what_do_you_mean
is that what you mean?,dialog_what_do_you_mean
what exactly are you saying?,dialog_what_do_you_mean
but what do you mean?,dialog_what_do_you_mean
it wasn't right,dialog_wrong
so it's not what i asked,dialog_wrong
that's not what i asked,dialog_wrong
that's the wrong thing,dialog_wrong
there's a mistake,dialog_wrong
it's just wrong,dialog_wrong
it's not correct,dialog_wrong
that's not correct,dialog_wrong
ahahh,emotions_ha_ha
ahahahah,emotions_ha_ha
ahahahaha,emotions_ha_ha
hahahahahaha,emotions_ha_ha
haha hahaha haha,emotions_ha_ha
hahaha hahahahaha,emotions_ha_ha
funny,emotions_ha_ha
very funny,emotions_ha_ha
 very funny,emotions_ha_ha
till the next time,greetings_bye
i have to go,greetings_bye
never mind,greetings_bye
so goodbye,greetings_bye
that's all for goodbye,greetings_bye
keep me alone,greetings_bye
let me be alone,greetings_bye
just leave me alone,greetings_bye
all right bye,greetings_bye
ok good bye,greetings_bye
i hope you have a good night,greetings_goodevening
tonight,greetings_goodevening
the morning,greetings_goodmorning
goodbye goodnight,greetings_goodnight
goodbye good night,greetings_goodnight
good night goodbye,greetings_goodnight
all right good night,greetings_goodnight
all right goodnight,greetings_goodnight
all right have a good night,greetings_goodnight
please sleep well,greetings_goodnight
nice day don't you think?,greetings_hello
a great day isn't it?,greetings_hello
it's a lovely day doesn't it?,greetings_hello
how's your morning going?,greetings_how_are_you
how is your morning so far?,greetings_how_are_you
what's your progress?,greetings_how_are_you
how's this going?,greetings_how_are_you
how're you doing?,greetings_how_are_you
how are you?,greetings_how_are_you
how is everything?,greetings_how_are_you
how are things going?,greetings_how_are_you
how are the things going?,greetings_how_are_you
are you okay?,greetings_how_are_you
are you fine?,greetings_how_are_you
how's the mood?,greetings_how_are_you
how's your mood?,greetings_how_are_you
what are you feeling like?,greetings_how_are_you
how are you today?,greetings_how_are_you
how do you do this?,greetings_how_are_you
how do you do it?,greetings_how_are_you
how's the situation?,greetings_how_are_you
how's it?,greetings_how_are_you
how it's going?,greetings_how_are_you
how is this going?,greetings_how_are_you
how's it going?,greetings_how_are_you
how's your night?,greetings_how_are_you
how's your evening?,greetings_how_are_you
how did the day go?,greetings_how_are_you
how was your day?,greetings_how_are_you
are you having a good day?,greetings_how_are_you
hope your day goes well,greetings_how_are_you
how's the life?,greetings_how_are_you
how's life?,greetings_how_are_you
i'm fine and you're fine,greetings_how_are_you
how's your life?,greetings_how_are_you
how is your life?,greetings_how_are_you
how's the day going?,greetings_how_are_you
how's your day going?,greetings_how_are_you
how is your morning going?,greetings_how_are_you
what's your day like?,greetings_how_are_you
how's your day gone?,greetings_how_are_you
what about you?,greetings_how_are_you
how about you?,greetings_how_are_you
how's your day?,greetings_how_are_you
nice to see you,greetings_nice_to_meet_you
i'm glad to meet you,greetings_nice_to_meet_you
nice to see you too,greetings_nice_to_meet_you
happy to see you,greetings_nice_to_meet_you
happy to meet you,greetings_nice_to_meet_you
i'm happy to see you,greetings_nice_to_meet_you
it's an honour to meet you,greetings_nice_to_meet_you
wonderful to meet you,greetings_nice_to_see_you
happy to see you,greetings_nice_to_see_you
what a pleasure to meet you,greetings_nice_to_see_you
how nice to see you,greetings_nice_to_see_you
glad to see you again,greetings_nice_to_see_you
it's nice talking to you,greetings_nice_to_talk_to_you
it was nice to talk with you,greetings_nice_to_talk_to_you
it's really nice to talk to you,greetings_nice_to_talk_to_you
i'm happy to talk to you,greetings_nice_to_talk_to_you
what a pleasure to chat with you,greetings_nice_to_talk_to_you
how nice to talk to you,greetings_nice_to_talk_to_you
what's your thought?,greetings_whatsup
what happened?,greetings_whatsup
what happened,greetings_whatsup
what's happened?,greetings_whatsup
what's going on here?,greetings_whatsup
what?,greetings_whatsup
i asked what's going on,greetings_whatsup
i said what's going on?,greetings_whatsup
i said what's going on,greetings_whatsup
i asked what's up?,greetings_whatsup
i said what's up,greetings_whatsup
then what is going on?,greetings_whatsup
and what's going on?,greetings_whatsup
then what's up?,greetings_whatsup
what's going on?,greetings_whatsup
what is going on?,greetings_whatsup
what's the crack?,greetings_whatsup
what's cooking?,greetings_whatsup
hey what's going on?,greetings_whatsup
hey what's up?,greetings_whatsup
i'm mad about this,user_angry
i'm angry and angry,user_angry
i am angry,user_angry
i'm mad,user_angry
i'm infuriated,user_angry
i'm enraged,user_angry
i'm upset,user_angry
i'm angry,user_angry
i'm furious,user_angry
i'm mad at you,user_angry
i'm angry at you,user_angry
i'm angry with you,user_angry
i am angry with you,user_angry
i'm crazy,user_angry
i'm so mad,user_angry
i am mad at you,user_angry
i'm back,user_back
i'm here again,user_back
here i am again,user_back
now here i am again,user_back
i got back there,user_back
i've come back,user_back
i have come back,user_back
i got back,user_back
i came back,user_back
i'm bored,user_bored
boring?,user_bored
i get bored,user_bored
i'm getting bored,user_bored
i am getting bored,user_bored
this is a boring thing,user_bored
it's boring,user_bored
it's a bit boring,user_bored
i'm overwhelmed,user_busy
i'm overloaded,user_busy
i don't have time,user_busy
i'm busy,user_busy
i'm flooded,user_busy
i'm so swamped,user_busy
i'm being swamped,user_busy
i'm swamped,user_busy
i have things to do,user_busy
i have something to do,user_busy
i have to do some work,user_busy
i have a job to do,user_busy
i have some work to do,user_busy
i work,user_busy
i'm a worker,user_busy
i'm working,user_busy
i don't have time to do this,user_busy
i don't have time for it,user_busy
i don't have time for this,user_busy
i'm an insomniac,user_can_not_sleep
i'm insomniac,user_can_not_sleep
i'm insomnious,user_can_not_sleep
i'm a sleepless mess,user_can_not_sleep
i'm sleepy,user_can_not_sleep
i'm sleepless,user_can_not_sleep
i can't sleep,user_can_not_sleep
i can't get any sleep,user_can_not_sleep
i'm not able to sleep,user_can_not_sleep
can't sleep at all,user_can_not_sleep
i can't fall asleep,user_can_not_sleep
i can't go to bed,user_can_not_sleep
i can't get to sleep,user_can_not_sleep
i can't have sleep,user_can_not_sleep
i am an insomniac,user_can_not_sleep
i am a insomniac,user_can_not_sleep
bad time to chat,user_does_not_want_to_talk
a bad time to talk,user_does_not_want_to_talk
i don't want to talk about that,user_does_not_want_to_talk
i don't want to talk,user_does_not_want_to_talk
stop talking,user_does_not_want_to_talk
i'm not going to talk to you,user_does_not_want_to_talk
i'm not talking to you,user_does_not_want_to_talk
i'm not going to talk to you anymore,user_does_not_want_to_talk
i'm not talking to you anymore,user_does_not_want_to_talk
i don't want to talk to you,user_does_not_want_to_talk
let's just stop talking for a minute,user_does_not_want_to_talk
i'm not happy to talk,user_does_not_want_to_talk
i'm not into chat,user_does_not_want_to_talk
i'm not in a mood to talk,user_does_not_want_to_talk
i'm not in the mood to talk,user_does_not_want_to_talk
i'm not in the mood for talk,user_does_not_want_to_talk
i'm not in the mood to chat,user_does_not_want_to_talk
i'm not in the mood for chatting,user_does_not_want_to_talk
i'm excited,user_excited
i am excited,user_excited
i'm very excited,user_excited
i'm really excited,user_excited
how excited i am,user_excited
i'm very excited about this,user_excited
i'm so excited,user_excited
i'm delighted,user_excited
i'm really thrilled,user_excited
i'm thrilled,user_excited
i'm excited to work with you,user_excited
i'm excited about working with you,user_excited
i'm excited about starting our friendship,user_excited
i'm excited to start our friendship,user_excited
i want to go to sleep,user_going_to_bed
i want to go to bed,user_going_to_bed
i'd like to go to sleep,user_going_to_bed
i'd like to go to bed,user_going_to_bed
the time to go to bed,user_going_to_bed
i'm going to bed,user_going_to_bed
i'm tired and i want to go to bed,user_going_to_bed
i'm a little tired i want to go to bed,user_going_to_bed
i'm a little tired and i want to go to bed,user_going_to_bed
go to bed,user_going_to_bed
i'm good,user_good
i do great,user_good
i'm doing pretty good,user_good
i'm doing so well,user_good
i'm doing great,user_good
i'm ok,user_good
i'm feeling good,user_good
i'm doing okay,user_good
i'm doing well,user_good
i'm doing fine,user_good
i do it,user_good
i'm doing good,user_good
i'm great thanks,user_good
i'm glad,user_happy
i'm happy,user_happy
i am happy,user_happy
if you are happy then so is i,user_happy
if you are happy then i'm happy,user_happy
if you're happy then i'm happy,user_happy
i'm happy for you,user_happy
i'm happy to help,user_happy
i have a birthday today,user_has_birthday
i celebrate my birthday today,user_has_birthday
i'm celebrating my birthday today,user_has_birthday
today's my birthday,user_has_birthday
today it's my birthday,user_has_birthday
i'm having my birthday today,user_has_birthday
my birthday,user_has_birthday
i have a birthday,user_has_birthday
i'm here now,user_here
i'm here,user_here
i am here,user_here
here i am,user_here
i'm already here,user_here
can you tell me if i'm here?,user_here
can you tell if i'm here?,user_here
can you tell me if i'm here or not?,user_here
can you tell if i'm here or not?,user_here
i'm just kidding,user_joking
i'm just saying,user_joking
i'm just joking,user_joking
i'm joking,user_joking
i am kidding,user_joking
i'm kidding,user_joking
i just'm trying to be funny,user_joking
i'm just funny,user_joking
i'm just having fun,user_joking
that was a joke,user_joking
just a joke,user_joking
i just thought it was a joke,user_joking
i just joked,user_joking
i was just joking,user_joking
i'm just making a joke,user_joking
that's a joke,user_joking
i'm doing it as a joke,user_joking
i'm just playing with you,user_joking
i like you,user_likes_agent
i think i like you,user_likes_agent
i like you too,user_likes_agent
but i like you,user_likes_agent
i like you very much,user_likes_agent
you're special for me,user_likes_agent
you know i like you,user_likes_agent
you're special to me,user_likes_agent
but i really like you,user_likes_agent
that's what i love about you,user_likes_agent
that's what i like about you,user_likes_agent
i like you as my friend,user_likes_agent
i like you as a friend,user_likes_agent
i told you i like you,user_likes_agent
i said i like you,user_likes_agent
i start liking you,user_likes_agent
i start to like you,user_likes_agent
i'm starting to like you,user_likes_agent
you're great and i like you,user_likes_agent
but i like u,user_likes_agent
of course i like you,user_likes_agent
but i like you very much,user_likes_agent
but i like you so much,user_likes_agent
you're funny and i like you,user_likes_agent
i 'd like to like you,user_likes_agent
i kind of like you,user_likes_agent
you're a special person to me,user_likes_agent
you're my special guy,user_likes_agent
i like you like that,user_likes_agent
i like it about you,user_likes_agent
i like that about you,user_likes_agent
but i like you just like you are,user_likes_agent
but i like you just how you are,user_likes_agent
but i like you just the way you are,user_likes_agent
you're so special for me,user_likes_agent
you are so special for me,user_likes_agent
because i like you,user_likes_agent
now i like you,user_likes_agent
i like you so much,user_likes_agent
i really like you,user_likes_agent
i'm lonely,user_lonely
i am very lonely,user_lonely
i'm very lonely,user_lonely
i'm so alone,user_lonely
i'm so lonely,user_lonely
i feel alone,user_lonely
i feel lonely,user_lonely
i'm feeling lonely,user_lonely
what do i look like?,user_looks_like
how should i look?,user_looks_like
how do i look?,user_looks_like
do i look good?,user_looks_like
you know what i look like?,user_looks_like
don't you know what i look like?,user_looks_like
do you know what i look like?,user_looks_like
can you see how i look?,user_looks_like
can you see what i'm like?,user_looks_like
can you see what i look like?,user_looks_like
what do you think i look like?,user_looks_like
i love you,user_loves_agent
i also love you,user_loves_agent
i love you too,user_loves_agent
i think i'm in love with you,user_loves_agent
i think i love you,user_loves_agent
you know i love you,user_loves_agent
i miss you,user_misses_agent
i miss you dearly,user_misses_agent
i missed you,user_misses_agent
what should i do to deal with it?,user_needs_advice
what should i do?,user_needs_advice
if anyone can help,user_needs_advice
if you have any suggestions,user_needs_advice
what are your suggestions?,user_needs_advice
what would you recommend?,user_needs_advice
what do you recommend?,user_needs_advice
give me advice,user_needs_advice
give me good advice,user_needs_advice
give me some advice,user_needs_advice
give me some wise advice,user_needs_advice
give me a good advice,user_needs_advice
i need advice on what to do,user_needs_advice
i need advice on this,user_needs_advice
i need help,user_needs_advice
i need advice,user_needs_advice
give me some tips?,user_needs_advice
you have a suggestion for me?,user_needs_advice
what advice do you have for me?,user_needs_advice
you have advice for me?,user_needs_advice
do you have advice for me?,user_needs_advice
do you have any advice for me?,user_needs_advice
tell me the best way,user_needs_advice
please advise me,user_needs_advice
i'd like your advice,user_needs_advice
can i ask your advice?,user_needs_advice
can i ask for your advice?,user_needs_advice
can you give me a little advice?,user_needs_advice
can you help me out?,user_needs_advice
can you give me some advice?,user_needs_advice
could you advise me?,user_needs_advice
can you advise me?,user_needs_advice
please help me,user_needs_advice
can you give me a suggestion?,user_needs_advice
can you give me advice?,user_needs_advice
could you offer advice?,user_needs_advice
can you provide any advice,user_needs_advice
can you offer advice?,user_needs_advice
can you offer any advice?,user_needs_advice
give me some advice about what to do,user_needs_advice
give me some advice about this,user_needs_advice
give me some advice about it,user_needs_advice
give me some advice about ,user_needs_advice
please help me with advice,user_needs_advice
i can use some advice,user_needs_advice
i could use some advice,user_needs_advice
i need a piece of advice from you,user_needs_advice
i need advice from you,user_needs_advice
i need an advice from you,user_needs_advice
i would like to get your advice,user_needs_advice
i ask you for your advice,user_needs_advice
i'm seeking your advice,user_needs_advice
i am seeking your advice,user_needs_advice
i seek your advice,user_needs_advice
what can you recommend?,user_needs_advice
what suggestions do you have for other people?,user_needs_advice
what suggestions would you give?,user_needs_advice
what advice would you give?,user_needs_advice
what do you think?,user_needs_advice
what would you suggest?,user_needs_advice
what do you suggest?,user_needs_advice
recommend some advice?,user_needs_advice
what's your advice?,user_needs_advice
what is your advice?,user_needs_advice
i'm sad,user_sad
i grieve,user_sad
i'm grieving,user_sad
i'm depressed,user_sad
i feel sad,user_sad
i'm feeling sad,user_sad
i'm frustrated,user_sad
i'm upset,user_sad
i am upset,user_sad
i'm just not happy,user_sad
i am unhappy,user_sad
i'm unhappy,user_sad
i have a bad day,user_sad
i'm having a bad day,user_sad
i want to cry,user_sad
i'm not happy about it,user_sad
i'm not happy,user_sad
i'm sleepy,user_sleepy
i want to sleep,user_sleepy
i am going to sleep,user_sleepy
i'm trying to fall asleep,user_sleepy
i'm falling asleep,user_sleepy
i sleep,user_sleepy
i'm sleeping,user_sleepy
i test you,user_testing_agent
i'm trying to test you,user_testing_agent
i'm testing you,user_testing_agent
can i test you?,user_testing_agent
i want to test you,user_testing_agent
i just'm trying to test it on you,user_testing_agent
lets try it out,user_testing_agent
testing the chatbot,user_testing_agent
testing a chatbot,user_testing_agent
testing chatbots,user_testing_agent
i'm exhausted,user_tired
i'm depleted,user_tired
i'm drained,user_tired
i'm too busy,user_tired
i've been so overworked,user_tired
i'm overworked,user_tired
i've overworked,user_tired
i'm tired,user_tired
i am tired,user_tired
i get tired,user_tired
i become weary,user_tired
i get weary,user_tired
i grow weary,user_tired
i'm wiped out,user_tired
i'm getting tired,user_tired
i feel tired,user_tired
i'm waiting,user_waits
we wait,user_waits
we're waiting,user_waits
i'll wait,user_waits
can't wait,user_waits
i can't wait,user_waits
i can't wait anymore,user_waits
how long do i wait?,user_waits
how long do i have to wait?,user_waits
i'll miss you,user_wants_to_see_agent_again
can i see you again?,user_wants_to_see_agent_again
i just want to talk,user_wants_to_talk
let's talk about something,user_wants_to_talk
let's do a conversation,user_wants_to_talk
let's have some discussions,user_wants_to_talk
can i speak?,user_wants_to_talk
can i start to speak?,user_wants_to_talk
can i start speaking?,user_wants_to_talk
can we speak?,user_wants_to_talk
can we talk?,user_wants_to_talk
let's talk about it,user_wants_to_talk
i'd like to talk to you,user_wants_to_talk
i want to talk to you,user_wants_to_talk
i have to talk to you,user_wants_to_talk
i need to talk to you,user_wants_to_talk
i'd like to talk with you,user_wants_to_talk
i want to talk with you,user_wants_to_talk
i want to speak to you,user_wants_to_talk
i want to speak with you,user_wants_to_talk
can we chat?,user_wants_to_talk
i'll come back with you in a minute,user_will_be_back
i'll get back to you,user_will_be_back
i'll be back with you in a minute,user_will_be_back
i'll come back to you in a minute,user_will_be_back
i promise i'll come back,user_will_be_back
i promise to come back,user_will_be_back
i'll be back in a couple of minutes,user_will_be_back
i'll be back in a few minutes,user_will_be_back
